Quarter,gsl,states,entities,sumlevel,program_label,program,sub_program,name,code,total_units,pct_occupied,number_reported,pct_reported,months_since_report,pct_movein,people_per_unit,people_total,rent_per_month,spending_per_month,hh_income,person_income,pct_lt5k,pct_5k_lt10k,pct_10k_lt15k,pct_15k_lt20k,pct_ge20k,pct_wage_major,pct_welfare_major,pct_other_major,pct_median,pct_lt50_median,pct_lt30_median,pct_2adults,pct_1adult,pct_female_head,pct_female_head_child,pct_disabled_lt62,pct_disabled_ge62,pct_disabled_all,pct_lt24_head,pct_age25_50,pct_age51_61,pct_age62plus,pct_age85plus,pct_minority_raw,pct_black_nonhsp,pct_native_american_nonhsp,pct_asian_pacific_nonhsp,pct_white_nothsp_raw,Unnamed: 50,pct_black_hsp,pct_wht_hsp,pct_oth_hsp,pct_hispanic,pct_multi,months_waiting,months_from_movein,pct_utility_allow,ave_util_allow,pct_bed1,pct_bed2,pct_bed3,pct_overhoused,tpoverty,tminority,tpct_ownsfd,fedhse,cbsa,place,latitude,longitude,state,pha_total_units,ha_size,County_norm,pct_minority,pct_white_nothsp,HUD_race_pct_error,imputed_from_prev
2019-12-31 00:00:00,County,SD South Dakota,SD Potter County 46107,9,Summary of All HUD Programs,1,,Potter County,46107,2,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,potter sd,-4,-4,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Sanborn County 46111,9,Summary of All HUD Programs,1,,Sanborn County,46111,10,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,sanborn sd,-4,-4,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Shannon County 46113,9,Summary of All HUD Programs,1,,Shannon County,46113,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,shannon sd,-4,-4,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Ziebach County 46137,9,Summary of All HUD Programs,1,,Ziebach County,46137,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,ziebach sd,-4,-4,0,0
2019-12-31 00:00:00,County,SD South Dakota,"SD Missing, South Dakota 46XXX",9,Summary of All HUD Programs,1,,Missing County,46XXX,11,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-8.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,nan sd,-4,-4,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Douglas County 46043,9,Summary of All HUD Programs,1,,Douglas County,46043,20,70,14,100,3,7,1.1,15,258,371,13812,12891,-1,29,50,7,14,-1,-1,100,28,93,79,-1,-1,93,-1,100,8,20,-1,7,7,86,14,0,-1,-1,-1,79,79.0,-1,-1,-1,0,0,-1,63,-1,-1,100,-1,-1,-1,7,4,83,,,,,,SD,,,douglas sd,10,90,0,1
2019-12-31 00:00:00,County,SD South Dakota,SD Union County 46127,9,Summary of All HUD Programs,1,,Union County,46127,81,86,69,99,7,20,1.1,75,318,379,15267,14045,-1,21,26,35,18,1,-1,97,31,97,45,-1,-1,72,-1,100,10,17,1,-1,9,90,17,1,1,-1,-1,90,91.0,-1,-1,-1,0,1,-1,65,36,102,94,6,-1,6,7,6,72,,,,,,SD,,,union sd,6,94,0,1
2019-12-31 00:00:00,County,SD South Dakota,SD Brule County 46015,9,Summary of All HUD Programs,1,,Brule County,46015,68,78,61,100,5,44,2.0,121,198,632,7943,4004,39,17,15,13,15,33,3,39,14,98,80,7,38,70,38,17,-1,8,34,54,10,2,-1,85,3,80,-1,8,93.0,2,-1,-1,2,3,-1,23,43,116,57,30,13,3,16,18,63,,,,,,SD,,,brule sd,87,13,0,1
2019-12-31 00:00:00,County,SD South Dakota,SD Gregory County 46053,9,Summary of All HUD Programs,1,,Gregory County,46053,93,68,72,100,6,25,1.5,105,283,370,14053,9636,7,21,27,34,11,17,1,81,27,93,61,1,17,69,17,44,13,18,1,28,15,56,13,13,-1,11,1,82,95.0,-1,-1,-1,0,1,3,47,28,113,71,24,6,8,14,10,81,,,,,,SD,,,gregory sd,7,93,0,1
2019-12-31 00:00:00,County,SD South Dakota,SD Minnehaha County 46099,9,Summary of All HUD Programs,1,,Minnehaha County,46099,3173,94,2960,99,5,18,2.0,5883,297,538,12935,6508,8,30,28,15,19,18,1,72,19,99,83,4,31,70,31,48,50,27,3,44,22,32,3,30,13,14,1,66,96.0,0,2,0,2,1,37,80,59,87,57,22,21,5,16,20,49,,,,,,SD,,,minnehaha sd,31,69,0,1
2019-12-31 00:00:00,County,SD South Dakota,SD Yankton County 46135,9,Summary of All HUD Programs,1,,Yankton County,46135,510,80,413,100,5,22,1.5,635,286,435,12218,7947,10,30,33,15,12,22,1,74,23,98,75,2,22,60,21,62,64,42,8,43,23,25,1,17,2,12,1,80,97.0,1,1,0,2,2,5,69,35,114,63,31,7,9,17,10,62,,,,,,SD,,,yankton sd,20,80,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Tripp County 46123,9,Summary of All HUD Programs,1,,Tripp County,46123,65,86,58,100,7,21,2.1,123,234,516,10336,4874,7,27,33,18,16,26,-1,52,20,97,78,3,33,64,29,39,14,19,19,43,14,24,3,40,-1,38,2,57,97.0,-1,-1,-1,0,0,-1,64,64,141,50,31,19,9,22,22,76,,,,,,SD,,,tripp sd,43,57,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Spink County 46115,9,Summary of All HUD Programs,1,,Spink County,46115,121,74,89,100,6,16,1.4,124,311,395,14154,10159,7,27,19,26,21,15,1,80,28,94,56,1,18,71,17,47,33,30,8,31,9,52,17,9,2,6,-1,89,98.0,-1,1,-1,1,2,10,66,66,106,66,26,8,11,8,5,69,,,,,,SD,,,spink sd,11,89,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Beadle County 46005,9,Summary of All HUD Programs,1,,Beadle County,46005,451,80,355,99,5,28,1.8,624,264,406,11407,6489,13,38,25,11,14,17,-1,77,21,99,78,5,23,61,25,58,60,36,6,50,22,22,2,26,3,8,4,72,98.0,-1,7,3,11,2,13,61,35,126,61,22,17,10,20,18,71,,,,,,SD,,,beadle sd,28,72,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Grant County 46051,9,Summary of All HUD Programs,1,,Grant County,46051,174,87,155,100,5,25,1.6,246,319,398,14310,9017,5,24,30,19,22,25,1,72,28,94,63,4,22,72,22,37,29,22,6,31,14,49,4,8,1,4,-1,91,99.0,-1,1,1,3,1,1,57,35,127,70,19,11,3,8,4,84,,,,,,SD,,,grant sd,9,91,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Fall River County 46047,9,Summary of All HUD Programs,1,,Fall River County,46047,256,83,215,100,5,21,1.2,254,300,434,13715,11609,7,27,27,20,20,15,-1,80,27,93,62,1,6,44,4,50,32,35,6,15,23,56,6,15,1,11,0,84,99.0,-1,1,1,2,3,2,62,14,105,92,6,2,2,10,15,68,,,,,,SD,,,fall river sd,16,84,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Brookings County 46011,9,Summary of All HUD Programs,1,,Brookings County,46011,534,71,375,99,5,27,1.8,670,319,414,14133,7910,10,23,23,21,23,28,1,68,24,97,68,6,26,71,26,40,38,24,9,47,14,29,4,17,5,6,2,82,99.0,1,3,1,5,1,8,51,73,100,65,19,16,4,17,8,51,,,,,,SD,,,brookings sd,18,82,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Brown County 46013,9,Summary of All HUD Programs,1,,Brown County,46013,887,87,770,99,6,23,1.7,1320,300,380,13523,7888,8,27,31,19,16,24,1,72,24,97,73,2,29,72,27,45,38,26,6,42,17,35,5,20,6,8,1,79,99.0,0,3,2,4,2,25,62,46,93,57,26,17,10,17,9,51,,,,,,SD,,,brown sd,21,79,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Bon Homme County 46009,9,Summary of All HUD Programs,1,,Bon Homme County,46009,37,73,29,100,5,14,1.1,32,291,254,14078,12758,-1,17,48,24,10,3,-1,97,28,100,66,-1,-1,59,-1,100,33,41,-1,10,7,83,24,0,-1,-1,-1,100,100.0,-1,-1,-1,0,0,6,62,31,77,93,7,-1,3,10,13,85,,,,,,SD,,,bon homme sd,0,100,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Hyde County 46069,9,Summary of All HUD Programs,1,,Hyde County,46069,12,72,11,100,7,27,1.0,11,234,209,11105,11105,-1,30,50,20,-1,-1,-1,91,21,100,91,-1,-1,73,-1,-1,20,18,-1,9,-1,91,18,0,-1,-1,-1,100,100.0,-1,-1,-1,0,0,-1,131,-1,-1,100,-1,-1,-1,14,11,84,,,,,,SD,,,hyde sd,0,100,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Jerauld County 46073,9,Summary of All HUD Programs,1,,Jerauld County,46073,21,71,15,100,6,-1,1.1,16,338,442,22436,21034,-1,7,20,13,60,27,-1,73,45,60,27,-1,-1,67,-1,50,-1,6,-1,-1,13,87,13,0,-1,-1,-1,100,100.0,-1,-1,-1,0,0,-1,61,-1,-1,93,7,-1,7,8,5,84,,,,,,SD,,,jerauld sd,0,100,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Miner County 46097,9,Summary of All HUD Programs,1,,Miner County,46097,25,86,21,98,7,14,1.2,25,284,321,16154,13569,-1,16,26,26,32,48,-1,43,33,86,48,-1,10,57,10,30,18,24,5,14,29,52,10,0,-1,-1,-1,100,100.0,-1,-1,-1,0,0,10,78,14,83,81,19,-1,10,9,3,87,,,,,,SD,,,miner sd,0,100,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Turner County 46125,9,Summary of All HUD Programs,1,,Turner County,46125,41,84,33,95,8,15,1.2,40,289,331,16586,13683,7,10,23,27,33,3,-1,88,27,85,67,-1,3,58,3,33,58,50,6,15,6,73,27,0,-1,-1,-1,100,100.0,-1,-1,-1,0,0,3,80,9,204,85,12,3,-1,10,4,86,,,,,,SD,,,turner sd,0,100,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Day County 46037,9,Summary of All HUD Programs,1,,Day County,46037,58,87,54,100,4,31,1.1,58,256,396,13073,12171,2,33,42,10,13,4,-1,93,26,94,76,-1,2,70,2,63,42,45,-1,9,20,70,22,4,-1,2,-1,96,100.0,-1,2,-1,2,0,4,58,17,146,87,11,2,9,17,5,74,,,,,,SD,,,day sd,4,96,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Hamlin County 46057,9,Summary of All HUD Programs,1,,Hamlin County,46057,26,86,22,100,6,23,1.2,26,326,369,19889,16829,-1,23,18,14,45,32,-1,68,40,82,41,-1,-1,55,-1,33,31,35,-1,23,18,59,9,5,-1,-1,-1,95,100.0,-1,5,-1,5,0,3,80,9,147,91,9,-1,9,6,3,89,,,,,,SD,,,hamlin sd,5,95,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Hand County 46059,9,Summary of All HUD Programs,1,,Hand County,46059,68,66,41,91,6,7,1.0,43,330,260,19862,18938,-1,18,23,20,40,10,-1,88,37,78,46,-1,2,63,2,64,7,26,12,12,10,66,24,5,-1,-1,2,95,100.0,-1,2,-1,2,0,1,52,7,235,90,10,-1,5,7,2,78,,,,,,SD,,,hand sd,5,95,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Deuel County 46039,9,Summary of All HUD Programs,1,,Deuel County,46039,47,72,32,95,6,22,1.2,38,252,438,11634,9797,3,48,14,24,10,16,-1,75,22,97,72,3,3,50,3,56,50,47,-1,22,31,47,6,6,-1,3,-1,94,100.0,-1,-1,3,3,0,6,67,3,121,100,-1,-1,-1,10,3,85,,,,,,SD,,,deuel sd,6,94,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Kingsbury County 46077,9,Summary of All HUD Programs,1,,Kingsbury County,46077,43,81,35,100,6,23,1.2,41,310,264,18217,15551,-1,20,34,14,31,17,-1,83,36,77,51,-1,6,71,3,67,26,34,3,11,20,66,6,9,-1,6,-1,91,100.0,-1,3,-1,3,0,2,76,6,126,80,17,3,14,9,3,85,,,,,,SD,,,kingsbury sd,9,91,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Lawrence County 46081,9,Summary of All HUD Programs,1,,Lawrence County,46081,412,78,327,100,4,16,1.9,609,332,466,13899,7463,6,25,32,16,21,27,1,65,25,95,70,4,34,68,33,43,72,29,4,46,21,28,4,9,1,6,0,91,100.0,-1,1,-1,1,2,7,64,70,119,56,28,17,9,13,7,59,,,,,,SD,,,lawrence sd,9,91,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Haakon County 46055,9,Summary of All HUD Programs,1,,Haakon County,46055,25,82,19,93,5,5,1.4,27,263,535,14138,9949,11,16,32,21,21,5,-1,89,28,95,58,-1,21,79,21,20,-1,4,-1,21,5,74,32,11,-1,11,-1,89,100.0,-1,-1,-1,0,5,-1,55,37,107,68,26,5,5,13,6,69,,,,,,SD,,,haakon sd,11,89,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Butte County 46019,9,Summary of All HUD Programs,1,,Butte County,46019,228,85,202,100,4,21,1.8,357,302,442,12449,7044,10,27,33,16,13,26,0,69,23,99,75,7,22,67,26,38,45,25,7,33,26,35,4,13,0,9,0,87,100.0,-1,2,0,3,3,9,60,59,162,61,25,14,9,13,7,68,,,,,,SD,,,butte sd,13,87,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Codington County 46029,9,Summary of All HUD Programs,1,,Codington County,46029,614,72,445,100,6,17,1.7,736,318,382,14517,8778,4,28,31,16,21,22,1,76,26,96,69,3,24,72,26,50,32,28,7,39,14,41,6,13,1,10,-1,87,100.0,0,1,1,2,3,4,67,50,132,56,30,14,16,16,7,58,,,,,,SD,,,codington sd,13,87,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Davison County 46035,9,Summary of All HUD Programs,1,,Davison County,46035,509,81,430,100,5,20,1.5,659,287,407,12484,8146,11,30,31,17,11,16,1,82,24,99,74,2,19,67,19,66,58,42,8,37,18,38,3,13,1,9,1,87,100.0,-1,1,1,2,3,11,61,30,122,73,18,9,4,15,6,62,,,,,,SD,,,davison sd,13,87,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Perkins County 46105,9,Summary of All HUD Programs,1,,Perkins County,46105,89,87,76,99,5,22,1.3,100,280,403,15434,11729,7,19,31,20,24,17,-1,82,30,88,61,3,9,61,11,57,12,26,5,30,11,54,25,13,-1,11,-1,87,100.0,-1,1,1,3,1,3,63,14,109,76,17,7,7,12,3,77,,,,,,SD,,,perkins sd,13,87,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Meade County 46093,9,Summary of All HUD Programs,1,,Meade County,46093,299,82,247,100,4,23,1.7,430,298,430,12942,7434,7,30,28,14,21,30,1,54,24,93,72,4,25,58,24,35,76,27,7,41,23,29,3,14,1,10,-1,86,100.0,-1,3,1,4,0,4,61,45,182,73,11,16,3,8,8,63,,,,,,SD,,,meade sd,14,86,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Moody County 46101,9,Summary of All HUD Programs,1,,Moody County,46101,39,69,27,100,5,15,1.5,41,307,436,13411,8832,4,23,35,23,15,7,-1,89,26,93,67,-1,15,78,15,44,11,15,-1,15,19,67,4,15,-1,11,4,85,100.0,-1,-1,-1,0,0,7,65,96,91,74,11,15,-1,18,31,73,,,,,,SD,,,moody sd,15,85,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Stanley County 46117,9,Summary of All HUD Programs,1,,Stanley County,46117,16,83,13,100,6,23,1.3,17,354,414,13723,10494,8,8,46,31,8,8,-1,92,26,100,62,-1,8,77,8,33,10,12,-1,15,8,77,8,15,-1,15,-1,85,100.0,-1,-1,-1,0,0,-1,48,92,96,85,8,8,-1,5,10,62,,,,,,SD,,,stanley sd,15,85,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Hutchinson County 46067,9,Summary of All HUD Programs,1,,Hutchinson County,46067,47,57,33,100,7,30,1.2,41,211,448,10418,8385,10,28,41,14,7,6,-1,82,21,100,82,-1,12,73,12,47,22,34,12,21,15,52,21,18,-1,12,3,82,100.0,-1,-1,3,3,3,-1,35,21,66,100,-1,-1,-1,10,3,90,,,,,,SD,,,hutchinson sd,18,82,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Lake County 46079,9,Summary of All HUD Programs,1,,Lake County,46079,268,66,165,94,5,13,1.6,262,294,455,13056,8222,4,33,26,18,19,25,-1,68,22,99,76,4,16,59,16,50,46,31,4,45,18,34,8,19,4,12,-1,81,100.0,1,1,1,2,1,-1,63,37,144,78,13,9,2,18,6,63,,,,,,SD,,,lake sd,19,81,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Lincoln County 46083,9,Summary of All HUD Programs,1,,Lincoln County,46083,219,91,205,100,5,19,2.3,463,354,493,15229,6743,6,20,25,19,29,26,1,64,22,97,75,1,46,79,46,41,31,19,4,53,18,25,3,21,15,3,0,79,100.0,0,2,0,3,0,17,51,73,105,42,24,34,8,5,5,70,,,,,,SD,,,lincoln sd,21,79,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Aurora County 46003,9,Housing Choice Vouchers,3,,Aurora County,46003,7,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,aurora sd,-4,-4,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Aurora County 46003,9,Project Based Section 8,5,,Aurora County,46003,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,aurora sd,-4,-4,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Beadle County 46005,9,Housing Choice Vouchers,3,,Beadle County,46005,258,78,184,91,5,22,1.7,317,288,323,12423,7211,4,43,29,9,15,17,-1,79,23,98,78,3,21,66,22,72,68,43,2,46,27,26,3,26,4,7,6,74,,-1,8,1,9,2,13,81,55,124,56,24,20,18,23,19,72,,,,,,SD,,,beadle sd,26,74,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Beadle County 46005,9,Project Based Section 8,5,,Beadle County,46005,193,81,171,100,5,36,1.8,307,238,513,10313,5744,23,31,19,13,13,18,-1,75,19,100,78,6,25,57,27,45,48,28,11,55,16,18,1,26,3,9,2,70,,-1,6,6,12,3,-1,40,12,135,67,20,13,1,17,16,69,,,,,,SD,,,beadle sd,26,74,0,1
2019-12-31 00:00:00,County,SD South Dakota,SD Bennett County 46007,9,Public Housing,2,,Bennett County,46007,34,91,31,100,6,26,2.2,69,298,368,16570,7445,7,25,21,21,25,45,10,35,29,90,65,6,42,74,39,21,57,13,6,42,29,23,3,71,-1,58,-1,29,,-1,10,3,13,0,4,67,52,109,42,26,32,13,27,66,81,,,,,,SD,,,bennett sd,71,29,0,0
2019-12-31 00:00:00,County,SD South Dakota,SD Bennett County 46007,9,Housing Choice Vouchers,3,,Bennett County,46007,1,-4,-4,-4,-4,-4,-4.0,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,,,,,,SD,,,bennett sd,-4,-4,0,0
